nohup: ignoring input
W0820 10:46:56.768282  2012 device_context.cc:404] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
scale 0:[287/2000],G_loss: 1.64, D_loss: -2.94, rec_loss: 2.11
scale 0:[288/2000],G_loss: 1.42, D_loss: -2.40, rec_loss: 1.53
scale 0:[289/2000],G_loss: 2.39, D_loss: -3.92, rec_loss: 1.81
scale 0:[290/2000],G_loss: 1.52, D_loss: -1.74, rec_loss: 1.96
scale 0:[291/2000],G_loss: 1.81, D_loss: -2.13, rec_loss: 1.88
scale 0:[292/2000],G_loss: 1.76, D_loss: -2.92, rec_loss: 2.02
scale 0:[293/2000],G_loss: 2.03, D_loss: -1.85, rec_loss: 2.27
scale 0:[294/2000],G_loss: 1.82, D_loss: -1.56, rec_loss: 1.76
scale 0:[295/2000],G_loss: 1.88, D_loss: -2.19, rec_loss: 1.76
scale 0:[296/2000],G_loss: 1.31, D_loss: -1.98, rec_loss: 1.81
scale 0:[297/2000],G_loss: 0.96, D_loss: -2.22, rec_loss: 1.49
scale 0:[298/2000],G_loss: 1.71, D_loss: -2.80, rec_loss: 1.95
scale 0:[299/2000],G_loss: 1.72, D_loss: -3.76, rec_loss: 1.91
scale 0:[300/2000],G_loss: 1.52, D_loss: -3.20, rec_loss: 1.68
scale 0:[301/2000],G_loss: 2.28, D_loss: -4.72, rec_loss: 2.05
scale 0:[302/2000],G_loss: 2.09, D_loss: -1.24, rec_loss: 1.92
scale 0:[303/2000],G_loss: 1.91, D_loss: -3.34, rec_loss: 1.57
scale 0:[304/2000],G_loss: 1.95, D_loss: -1.70, rec_loss: 2.27
scale 0:[305/2000],G_loss: 1.70, D_loss: -2.04, rec_loss: 1.96
scale 0:[306/2000],G_loss: 1.84, D_loss: -4.04, rec_loss: 1.76
scale 0:[307/2000],G_loss: 0.88, D_loss: -0.75, rec_loss: 2.05
scale 0:[308/2000],G_loss: 1.31, D_loss: -2.91, rec_loss: 1.91
scale 0:[309/2000],G_loss: 1.75, D_loss: -1.70, rec_loss: 2.25
scale 0:[310/2000],G_loss: 1.65, D_loss: -3.35, rec_loss: 1.86
scale 0:[311/2000],G_loss: 1.56, D_loss: -2.57, rec_loss: 1.58
scale 0:[312/2000],G_loss: 1.09, D_loss: -1.92, rec_loss: 1.84
scale 0:[313/2000],G_loss: 1.14, D_loss: -2.32, rec_loss: 1.81
scale 0:[314/2000],G_loss: 0.86, D_loss: -2.10, rec_loss: 1.60
scale 0:[315/2000],G_loss: 1.94, D_loss: -3.82, rec_loss: 1.78
scale 0:[316/2000],G_loss: 1.94, D_loss: -2.98, rec_loss: 1.76
scale 0:[317/2000],G_loss: 1.78, D_loss: -2.14, rec_loss: 2.04
scale 0:[318/2000],G_loss: 2.19, D_loss: -2.31, rec_loss: 1.93
scale 0:[319/2000],G_loss: 2.59, D_loss: -2.87, rec_loss: 1.65
scale 0:[320/2000],G_loss: 2.24, D_loss: -3.94, rec_loss: 1.94
scale 0:[321/2000],G_loss: 2.23, D_loss: -2.90, rec_loss: 1.75
scale 0:[322/2000],G_loss: 1.79, D_loss: -2.49, rec_loss: 1.93
